,from_name,from,to_name,to,P
3692,LAIZHOU,"[119.95243333333333, 37.41471666666666]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",1.45E-05
3693,LAIZHOU,"[119.95243333333333, 37.41471666666666]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",2.98E-06
3694,LAIZHOU,"[119.95243333333333, 37.41471666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",7.77E-06
3695,LAIZHOU,"[119.95243333333333, 37.41471666666666]",XINSHA,"[113.545415, 22.974033333333335]",1.16E-05
3696,LAIZHOU,"[119.95243333333333, 37.41471666666666]",DALIAN,"[121.98408, 38.90600333333333]",4.86E-08
3697,LAIZHOU,"[119.95243333333333, 37.41471666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.97E-05
3698,LAIZHOU,"[119.95243333333333, 37.41471666666666]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",3.18E-07
3699,LAIZHOU,"[119.95243333333333, 37.41471666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.43E-09
3700,LAIZHOU,"[119.95243333333333, 37.41471666666666]",HUMEN,"[113.56296666666667, 22.871695]",1.00E-05
3701,LAIZHOU,"[119.95243333333333, 37.41471666666666]",BAOSHAN,"[121.4827, 31.446695]",2.38E-06
3702,LAIZHOU,"[119.95243333333333, 37.41471666666666]",YANTIAN,"[114.26794666666666, 22.57345]",1.88E-07
3703,LAIZHOU,"[119.95243333333333, 37.41471666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",1.97E-05
3704,LAIZHOU,"[119.95243333333333, 37.41471666666666]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",3.92E-07
3705,LAIZHOU,"[119.95243333333333, 37.41471666666666]",CHIWAN,"[113.8946, 22.455883333333333]",4.75E-05
3706,LAIZHOU,"[119.95243333333333, 37.41471666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",3.88E-06
3707,LAIZHOU,"[119.95243333333333, 37.41471666666666]",NINGBO,"[121.89526166666667, 29.93238]",7.62E-06
3708,BIRINGKASI,"[119.478605, -4.82326]",XINGANG,"[113.50651666666667, 23.054016666666666]",1.32E-05
3709,BIRINGKASI,"[119.478605, -4.82326]",DALIAN,"[121.98408, 38.90600333333333]",4.44E-05
3710,BIRINGKASI,"[119.478605, -4.82326]",ZHOUSHAN,"[122.10661333333333, 29.904]",2.13E-05
3711,BIRINGKASI,"[119.478605, -4.82326]",HUMEN,"[113.56296666666667, 22.871695]",1.37E-05
3712,BIRINGKASI,"[119.478605, -4.82326]",SHANGHAI,"[121.7305, 31.308273333333332]",4.05E-05
3713,BIRINGKASI,"[119.478605, -4.82326]",CHIWAN,"[113.8946, 22.455883333333333]",2.52E-05
3714,PALMA,"[2.63111, 39.55289333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.40E-06
3715,PALMA,"[2.63111, 39.55289333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",6.56E-06
3716,PALMA,"[2.63111, 39.55289333333333]",CHIWAN,"[113.8946, 22.455883333333333]",1.38E-05
3717,MOA,"[-74.89624, 20.673626666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",7.89E-05
3718,MOA,"[-74.89624, 20.673626666666667]",BAOSHAN,"[121.4827, 31.446695]",1.78E-05
3719,MONROVIA,"[-10.843946666666668, 6.349973333333334]",XINSHA,"[113.545415, 22.974033333333335]",0.000119938
3720,MONROVIA,"[-10.843946666666668, 6.349973333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.00014736
3721,MONROVIA,"[-10.843946666666668, 6.349973333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.13E-05
3722,MONROVIA,"[-10.843946666666668, 6.349973333333334]",YANTIAN,"[114.26794666666666, 22.57345]",0.000460318
3723,MONROVIA,"[-10.843946666666668, 6.349973333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000114941
3724,MONROVIA,"[-10.843946666666668, 6.349973333333334]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000288741
3725,NAMIKATA,"[132.901575, 34.101531666666666]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",4.37E-07
3726,NAMIKATA,"[132.901575, 34.101531666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.73E-06
3727,NAMIKATA,"[132.901575, 34.101531666666666]",XINSHA,"[113.545415, 22.974033333333335]",7.87E-06
3728,NAMIKATA,"[132.901575, 34.101531666666666]",DALIAN,"[121.98408, 38.90600333333333]",2.62E-06
3729,NAMIKATA,"[132.901575, 34.101531666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.28E-05
3730,NAMIKATA,"[132.901575, 34.101531666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.66E-07
3731,NAMIKATA,"[132.901575, 34.101531666666666]",HUMEN,"[113.56296666666667, 22.871695]",1.60E-05
3732,NAMIKATA,"[132.901575, 34.101531666666666]",BAOSHAN,"[121.4827, 31.446695]",4.44E-07
3733,NAMIKATA,"[132.901575, 34.101531666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",1.82E-06
3734,NAMIKATA,"[132.901575, 34.101531666666666]",CHIWAN,"[113.8946, 22.455883333333333]",7.38E-06
3735,NAMIKATA,"[132.901575, 34.101531666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.19E-05
3736,NAMIKATA,"[132.901575, 34.101531666666666]",NINGBO,"[121.89526166666667, 29.93238]",1.06E-05
3737,GIJON,"[-5.698555, 43.563945]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",9.79E-05
3738,GIJON,"[-5.698555, 43.563945]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",7.14E-06
3739,GIJON,"[-5.698555, 43.563945]",XINGANG,"[113.50651666666667, 23.054016666666666]",9.76E-05
3740,GIJON,"[-5.698555, 43.563945]",XINSHA,"[113.545415, 22.974033333333335]",0.000131412
3741,GIJON,"[-5.698555, 43.563945]",DALIAN,"[121.98408, 38.90600333333333]",2.01E-05
3742,GIJON,"[-5.698555, 43.563945]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000636262
3743,GIJON,"[-5.698555, 43.563945]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000101334
3744,GIJON,"[-5.698555, 43.563945]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000125273
3745,GIJON,"[-5.698555, 43.563945]",BAOSHAN,"[121.4827, 31.446695]",8.63E-06
3746,GIJON,"[-5.698555, 43.563945]",YANTIAN,"[114.26794666666666, 22.57345]",0.000154165
3747,GIJON,"[-5.698555, 43.563945]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000105468
3748,GIJON,"[-5.698555, 43.563945]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",8.41E-05
3749,GIJON,"[-5.698555, 43.563945]",CHIWAN,"[113.8946, 22.455883333333333]",0.000231338
3750,GIJON,"[-5.698555, 43.563945]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000142811
3751,GIJON,"[-5.698555, 43.563945]",NINGBO,"[121.89526166666667, 29.93238]",0.000373553
3752,HO CHI MINH CITY,"[106.73499, 10.76323]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",9.45E-06
3753,HO CHI MINH CITY,"[106.73499, 10.76323]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.85E-05
3754,HO CHI MINH CITY,"[106.73499, 10.76323]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000171141
3755,HO CHI MINH CITY,"[106.73499, 10.76323]",DALIAN,"[121.98408, 38.90600333333333]",0.000201607
3756,HO CHI MINH CITY,"[106.73499, 10.76323]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000529884
3757,HO CHI MINH CITY,"[106.73499, 10.76323]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.002088076
3758,HO CHI MINH CITY,"[106.73499, 10.76323]",HUMEN,"[113.56296666666667, 22.871695]",2.09E-05
3759,HO CHI MINH CITY,"[106.73499, 10.76323]",BAOSHAN,"[121.4827, 31.446695]",5.73E-05
3760,HO CHI MINH CITY,"[106.73499, 10.76323]",YANTIAN,"[114.26794666666666, 22.57345]",1.41E-05
3761,HO CHI MINH CITY,"[106.73499, 10.76323]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.27E-06
3762,HO CHI MINH CITY,"[106.73499, 10.76323]",SHANGHAI,"[121.7305, 31.308273333333332]",0.002062918
3763,HO CHI MINH CITY,"[106.73499, 10.76323]",CHIWAN,"[113.8946, 22.455883333333333]",0.000550462
3764,HO CHI MINH CITY,"[106.73499, 10.76323]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.76E-05
3765,HO CHI MINH CITY,"[106.73499, 10.76323]",NINGBO,"[121.89526166666667, 29.93238]",5.34E-05
3766,KIN WAN,"[127.879555, 26.638773333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",8.18E-06
3767,KIN WAN,"[127.879555, 26.638773333333333]",DALIAN,"[121.98408, 38.90600333333333]",4.27E-06
3768,KIN WAN,"[127.879555, 26.638773333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",8.57E-07
3769,KIN WAN,"[127.879555, 26.638773333333333]",BAOSHAN,"[121.4827, 31.446695]",7.37E-07
3770,KIN WAN,"[127.879555, 26.638773333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",4.41E-07
3771,KIN WAN,"[127.879555, 26.638773333333333]",CHIWAN,"[113.8946, 22.455883333333333]",2.13E-05
3772,KIN WAN,"[127.879555, 26.638773333333333]",NINGBO,"[121.89526166666667, 29.93238]",7.61E-07
3773,BAYUQUAN,"[121.97356, 40.33677333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",8.98E-05
3774,BAYUQUAN,"[121.97356, 40.33677333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",6.70E-05
3775,BAYUQUAN,"[121.97356, 40.33677333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000357428
3776,BAYUQUAN,"[121.97356, 40.33677333333333]",XINSHA,"[113.545415, 22.974033333333335]",0.000176261
3777,BAYUQUAN,"[121.97356, 40.33677333333333]",DALIAN,"[121.98408, 38.90600333333333]",5.07E-08
3778,BAYUQUAN,"[121.97356, 40.33677333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000391201
3779,BAYUQUAN,"[121.97356, 40.33677333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.13E-05
3780,BAYUQUAN,"[121.97356, 40.33677333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.59E-05
3781,BAYUQUAN,"[121.97356, 40.33677333333333]",HUMEN,"[113.56296666666667, 22.871695]",0.000955771
3782,BAYUQUAN,"[121.97356, 40.33677333333333]",BAOSHAN,"[121.4827, 31.446695]",7.39E-05
3783,BAYUQUAN,"[121.97356, 40.33677333333333]",YANTIAN,"[114.26794666666666, 22.57345]",5.86E-05
3784,BAYUQUAN,"[121.97356, 40.33677333333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",1.84E-05
3785,BAYUQUAN,"[121.97356, 40.33677333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.00096183
3786,BAYUQUAN,"[121.97356, 40.33677333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",6.71E-06
3787,BAYUQUAN,"[121.97356, 40.33677333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000927357
3788,BAYUQUAN,"[121.97356, 40.33677333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.006051257
3789,BAYUQUAN,"[121.97356, 40.33677333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000682128
3790,AL KHUMS,"[14.337413333333334, 32.694826666666664]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.67E-07
3791,AL KHUMS,"[14.337413333333334, 32.694826666666664]",NINGBO,"[121.89526166666667, 29.93238]",5.43E-06
3792,LIVORNO,"[10.299893333333333, 43.55009666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.40E-06
3793,LIVORNO,"[10.299893333333333, 43.55009666666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",2.54E-07
3794,LIVORNO,"[10.299893333333333, 43.55009666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",6.44E-06
3795,LIVORNO,"[10.299893333333333, 43.55009666666667]",DALIAN,"[121.98408, 38.90600333333333]",1.27E-07
3796,LIVORNO,"[10.299893333333333, 43.55009666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",4.23E-06
3797,LIVORNO,"[10.299893333333333, 43.55009666666667]",BAOSHAN,"[121.4827, 31.446695]",3.00E-07
3798,LIVORNO,"[10.299893333333333, 43.55009666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",1.93E-06
3799,LIVORNO,"[10.299893333333333, 43.55009666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",8.20E-06
3800,LIVORNO,"[10.299893333333333, 43.55009666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.01E-05
3801,LIVORNO,"[10.299893333333333, 43.55009666666667]",NINGBO,"[121.89526166666667, 29.93238]",1.02E-05
3802,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",DALIAN,"[121.98408, 38.90600333333333]",1.48E-05
3803,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000996199
3804,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",8.39E-05
3805,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",YANTIAN,"[114.26794666666666, 22.57345]",8.67E-05
3806,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",8.47E-05
3807,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000150443
3808,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000161572
3809,PUERTO BAYOVAR,"[-81.05010666666666, -5.797973333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.36E-05
3810,MATI,"[126.32443666666667, 6.7618133333333335]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",7.70E-06
3811,MATI,"[126.32443666666667, 6.7618133333333335]",XINGANG,"[113.50651666666667, 23.054016666666666]",8.05E-06
3812,MATI,"[126.32443666666667, 6.7618133333333335]",GUANGZHOU,"[113.43307, 23.090493333333335]",1.27E-05
3813,MATI,"[126.32443666666667, 6.7618133333333335]",CHIWAN,"[113.8946, 22.455883333333333]",3.68E-05
3814,MATI,"[126.32443666666667, 6.7618133333333335]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.06E-05
3815,EAST LONDON,"[27.902683333333332, -33.02473333333333]",XINSHA,"[113.545415, 22.974033333333335]",5.57E-05
3816,EAST LONDON,"[27.902683333333332, -33.02473333333333]",DALIAN,"[121.98408, 38.90600333333333]",7.80E-06
3817,EAST LONDON,"[27.902683333333332, -33.02473333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000215833
3818,EAST LONDON,"[27.902683333333332, -33.02473333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.17E-05
3819,EAST LONDON,"[27.902683333333332, -33.02473333333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",5.57E-05
3820,EAST LONDON,"[27.902683333333332, -33.02473333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000373808
3821,EAST LONDON,"[27.902683333333332, -33.02473333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000111355
3822,EAST LONDON,"[27.902683333333332, -33.02473333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000104626
3823,MAZATLAN,"[-106.41318, 23.196981666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000350408
3824,MAZATLAN,"[-106.41318, 23.196981666666666]",XINSHA,"[113.545415, 22.974033333333335]",0.00014382
3825,MAZATLAN,"[-106.41318, 23.196981666666666]",DALIAN,"[121.98408, 38.90600333333333]",0.000170948
3826,MAZATLAN,"[-106.41318, 23.196981666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000316236
3827,MAZATLAN,"[-106.41318, 23.196981666666666]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",5.32E-05
3828,MAZATLAN,"[-106.41318, 23.196981666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000431508
3829,MAZATLAN,"[-106.41318, 23.196981666666666]",BAOSHAN,"[121.4827, 31.446695]",2.24E-05
3830,MAZATLAN,"[-106.41318, 23.196981666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",4.15E-05
3831,MAZATLAN,"[-106.41318, 23.196981666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.001191982
3832,MAZATLAN,"[-106.41318, 23.196981666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000151988
3833,MAZATLAN,"[-106.41318, 23.196981666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000494082
3834,COMODORO RIVADAVIA,"[-67.40245, -45.86173333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000126953
3835,COMODORO RIVADAVIA,"[-67.40245, -45.86173333333333]",CHIWAN,"[113.8946, 22.455883333333333]",9.19E-05
3836,MONGLA,"[89.62701333333334, 22.32536]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",1.96E-05
3837,MONGLA,"[89.62701333333334, 22.32536]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",8.22E-05
3838,MONGLA,"[89.62701333333334, 22.32536]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000150994
3839,MONGLA,"[89.62701333333334, 22.32536]",XINSHA,"[113.545415, 22.974033333333335]",3.45E-06
3840,MONGLA,"[89.62701333333334, 22.32536]",DALIAN,"[121.98408, 38.90600333333333]",0.00035654
3841,MONGLA,"[89.62701333333334, 22.32536]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000890748
3842,MONGLA,"[89.62701333333334, 22.32536]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000123342
3843,MONGLA,"[89.62701333333334, 22.32536]",BAOSHAN,"[121.4827, 31.446695]",0.000501326
3844,MONGLA,"[89.62701333333334, 22.32536]",GUANGZHOU,"[113.43307, 23.090493333333335]",5.01E-06
3845,MONGLA,"[89.62701333333334, 22.32536]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001364016
3846,MONGLA,"[89.62701333333334, 22.32536]",CHIWAN,"[113.8946, 22.455883333333333]",0.000233237
3847,MONGLA,"[89.62701333333334, 22.32536]",NANSHA,"[113.68256166666667, 22.643306666666668]",9.42E-06
3848,MONGLA,"[89.62701333333334, 22.32536]",NINGBO,"[121.89526166666667, 29.93238]",0.000137382
3849,KIZOMBA A TERMINAL,"[11.357226666666667, -6.033386666666667]",DALIAN,"[121.98408, 38.90600333333333]",4.53E-05
3850,KIZOMBA A TERMINAL,"[11.357226666666667, -6.033386666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001275863
3851,KIZOMBA A TERMINAL,"[11.357226666666667, -6.033386666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000939095
3852,KIZOMBA A TERMINAL,"[11.357226666666667, -6.033386666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.000241195
3853,KIZOMBA A TERMINAL,"[11.357226666666667, -6.033386666666667]",NINGBO,"[121.89526166666667, 29.93238]",0.002266062
3854,PORT TALBOT,"[-3.675725, 51.249155]",DALIAN,"[121.98408, 38.90600333333333]",7.30E-06
3855,PORT TALBOT,"[-3.675725, 51.249155]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.42E-05
3856,PORT TALBOT,"[-3.675725, 51.249155]",SHANGHAI,"[121.7305, 31.308273333333332]",2.43E-05
3857,PORT TALBOT,"[-3.675725, 51.249155]",CHIWAN,"[113.8946, 22.455883333333333]",0.000110586
3858,MTWARA,"[40.19912, -10.268106666666666]",DALIAN,"[121.98408, 38.90600333333333]",1.41E-05
3859,MTWARA,"[40.19912, -10.268106666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",4.60E-05
3860,MTWARA,"[40.19912, -10.268106666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",2.32E-05
3861,MTWARA,"[40.19912, -10.268106666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",3.61E-05
3862,MTWARA,"[40.19912, -10.268106666666666]",NINGBO,"[121.89526166666667, 29.93238]",3.70E-05
3863,HOGANAS,"[12.641466666666666, 55.921933333333335]",XINSHA,"[113.545415, 22.974033333333335]",1.20E-07
3864,HOGANAS,"[12.641466666666666, 55.921933333333335]",DALIAN,"[121.98408, 38.90600333333333]",1.98E-05
3865,HOGANAS,"[12.641466666666666, 55.921933333333335]",QINGDAO,"[120.25705666666667, 36.08946666666667]",4.38E-06
3866,HOGANAS,"[12.641466666666666, 55.921933333333335]",SHANGHAI,"[121.7305, 31.308273333333332]",4.34E-06
3867,HOGANAS,"[12.641466666666666, 55.921933333333335]",CHIWAN,"[113.8946, 22.455883333333333]",1.55E-07
3868,HOGANAS,"[12.641466666666666, 55.921933333333335]",NINGBO,"[121.89526166666667, 29.93238]",2.49E-07
3869,CHRISTMAS ISLAND,"[-157.50666333333334, 1.99183]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",3.05E-05
3870,YALI ISLAND,"[27.290895, 36.89835166666667]",SHANGHAI,"[121.7305, 31.308273333333332]",3.80E-08
3871,DUNKIRK,"[2.179883333333333, 51.01320666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000175489
3872,DUNKIRK,"[2.179883333333333, 51.01320666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000118765
3873,DUNKIRK,"[2.179883333333333, 51.01320666666667]",XINSHA,"[113.545415, 22.974033333333335]",0.000369888
3874,DUNKIRK,"[2.179883333333333, 51.01320666666667]",DALIAN,"[121.98408, 38.90600333333333]",4.81E-05
3875,DUNKIRK,"[2.179883333333333, 51.01320666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.003625373
3876,DUNKIRK,"[2.179883333333333, 51.01320666666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.006276692
3877,DUNKIRK,"[2.179883333333333, 51.01320666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.001344545
3878,DUNKIRK,"[2.179883333333333, 51.01320666666667]",YANTIAN,"[114.26794666666666, 22.57345]",0.007907901
3879,DUNKIRK,"[2.179883333333333, 51.01320666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000786887
3880,DUNKIRK,"[2.179883333333333, 51.01320666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.00048526
3881,DUNKIRK,"[2.179883333333333, 51.01320666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.000893862
3882,DUNKIRK,"[2.179883333333333, 51.01320666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.001884882
3883,DUNKIRK,"[2.179883333333333, 51.01320666666667]",NINGBO,"[121.89526166666667, 29.93238]",0.005792942
3884,NUKUALOFA,"[-175.19666666666666, -21.13]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000297254
3885,NUKUALOFA,"[-175.19666666666666, -21.13]",NINGBO,"[121.89526166666667, 29.93238]",3.92E-05
3886,PORT ANTONIO,"[-76.45226, 18.436961666666665]",XINSHA,"[113.545415, 22.974033333333335]",5.08E-05
3887,PORT ANTONIO,"[-76.45226, 18.436961666666665]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000162005
3888,PORT ANTONIO,"[-76.45226, 18.436961666666665]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.84E-05
3889,PORT ANTONIO,"[-76.45226, 18.436961666666665]",CHIWAN,"[113.8946, 22.455883333333333]",5.06E-05
